"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)","Address","ddress","lat","long"
"5822",10," Korösi Csoma Sándor út 15.",21,1,NA,80000,"renovated","high",NA,NA,NA,"Yes","less than 3","No","Yes",15,"immediately","6 hónap","street","No","Yes",NA,"No","street","1981-2000 ",NA,NA," Korösi Csoma Sándor út 15.,10"," Korösi Csoma Sándor út 15., 10",47.4837187,19.1317923
"5823",21," II. Rákóczi Ferenc út 107-115",50,1,1,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"6",NA," II. Rákóczi Ferenc út 107-115,21"," II. Rákóczi Ferenc út 107-115, 21",47.42715215,19.0659975850496
"5824",5," Szent István tér 4-5",33,1,NA,140000,"like new",NA,NA,NA,NA,"Yes",NA,"No","Yes",1,"immediately","nincs","panorama","No","Yes",NA,"No","street","2015",NA,NA," Szent István tér 4-5,5"," Szent István tér 4-5, 5",47.5003268,19.0530771
"5825",6," Bajza utca",145,4,1,5e+05,"renovated","very high",NA,2,4,"No","3 or more","Yes","By arrangement",80000,"not immediately","1 év","yard","No","Yes",NA,NA,"included","1950 elott",NA,NA," Bajza utca,6"," Bajza utca, 6",47.69160275,17.65848795
"5826",8," Ülloi út 52",48,1,NA,130000,"good","high",NA,3,3,"Yes","3 or more","No","Yes",10000,"immediately",NA,"street","No","Yes","No","No","street","1950-1980 ",NA,NA," Ülloi út 52,8"," Ülloi út 52, 8",47.4850584,19.0727699
"5827",6," Szív utca 44.",55,2,NA,145000,"good","high",NA,NA,4,"No","3 or more","No","Yes",10000,"immediately",NA,"street","No","Yes","Yes","No","street","1950-1980 ",NA,NA," Szív utca 44.,6"," Szív utca 44., 6",47.510332,19.0666725
"5828",5," Szent István tér 4-5",28,1,NA,110000,"good",NA,NA,NA,NA,"Yes",NA,"No","Partially",1,"immediately","nincs","panorama","No","No","No","No","street","2015",NA,NA," Szent István tér 4-5,5"," Szent István tér 4-5, 5",47.5003268,19.0530771
"5829",11," Zsombolyai utca",63,2,1,180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Zsombolyai utca,11"," Zsombolyai utca, 11",47.4756,19.036762182764
"5830",6," Szív utca 44.",45,1,NA,115000,"good","high",NA,NA,4,"No","3 or more","No","Yes",10000,"immediately",NA,"street","No","Yes","Yes","No","street","1950-1980 ",NA,NA," Szív utca 44.,6"," Szív utca 44., 6",47.510332,19.0666725
"5831",6," Szív utca 44.",19,1,NA,90000,"good","high",NA,NA,4,"No","3 or more","No","Yes",10000,"immediately",NA,"yard","No","Yes","Yes","No","street","1950-1980 ",NA,NA," Szív utca 44.,6"," Szív utca 44., 6",47.510332,19.0666725
"5832",8," Víg utca",65,3,NA,2e+05,"new","very high","AA++",5,6,"Yes","3 or more","Yes","Yes",25000,NA,"1 év","street","No","Yes","Yes","No","street","2018","4",NA," Víg utca,8"," Víg utca, 8",47.42340735,19.0300129777579
"5833",2," Fillér utca",46,1,1,160000,"like new","high",NA,2,3,"No","less than 3","No","Partially",15000,"immediately","1 év","yard","No","Yes","No","No","street",NA,"2",NA," Fillér utca,2"," Fillér utca, 2",47.50867195,19.0231022543106
"5834",7," Erzsébet körút 36.",28,1,NA,90000,"good",NA,NA,2,4,"Yes","3 or more","No","Yes",10000,"immediately","1 év","yard",NA,NA,"Yes","No",NA,NA,NA,NA," Erzsébet körút 36.,7"," Erzsébet körút 36., 7",47.5010414,19.0677649883643
"5835",8," Diószegi Sámuel utca",31,1,NA,120000,"renovated","high",NA,3,3,"No","3 or more","Yes","Yes",15000,"immediately","1 év","garden","No","Yes","Yes","Yes","street","1950-1980 ",NA,NA," Diószegi Sámuel utca,8"," Diószegi Sámuel utca, 8",47.4875983,19.088461
"5836",7," Rákóczi út",25,1,NA,1e+05,"renovated","high",NA,3,3,"No","less than 3","Yes","Yes",40000,"immediately","1 év","street","No","Yes","No",NA,"street",NA,NA,NA," Rákóczi út,7"," Rákóczi út, 7",46.90914315,19.6969125218858
"5837",8," Józsefváros – Palotanegyed",47,1,NA,1e+05,"fair","high",NA,3,3,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"No","street",NA,NA,NA," Józsefváros – Palotanegyed,8"," Józsefváros – Palotanegyed, 8",47.4938313,19.0684759277431
"5838",14," Thököly út",60,2,NA,150000,"renovated","high",NA,1,3,"No","3 or more","Yes","Partially",NA,"immediately","1 év","yard","No","Yes","No","No","street","1950 elott",NA,NA," Thököly út,14"," Thököly út, 14",47.5018926,19.0841457
"5839",9," Páva utca",40,2,1,140000,"renovated","high",NA,2,3,"No","less than 3","Yes","Yes",15000,"immediately","1 év","street","No","Yes","Yes",NA,"street",NA,NA,NA," Páva utca,9"," Páva utca, 9",47.67373715,17.6719696394254
"5840",7," Rákóczi út",25,1,NA,120000,"renovated","high",NA,3,6,"Yes","less than 3","No","Yes",40000,"immediately","1 év","street","No","Yes","No",NA,"street",NA,NA,NA," Rákóczi út,7"," Rákóczi út, 7",46.90914315,19.6969125218858
"5841",21," Kossuth Lajos utca",53,2,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"3",NA," Kossuth Lajos utca,21"," Kossuth Lajos utca, 21",47.4230894,19.0693245
"5842",13," Lehel utca",42,2,NA,120000,"renovated","high",NA,2,5,"Yes","less than 3","Yes","Yes",NA,NA,"nincs","garden","Yes","Yes","No","No",NA,"1950-1980 ","4",NA," Lehel utca,13"," Lehel utca, 13",47.51829865,19.0648344589763
"5843",14," Bartl János utca",93,4,NA,350000,"new","very high",NA,3,5,"Yes","less than 3","Yes","No",NA,"immediately","1 év","yard","No","Yes",NA,NA,NA,"2021","16",NA," Bartl János utca,14"," Bartl János utca, 14",47.5233957,19.125679
"5844",14," Bartl János utca",66,2,1,249000,"new","very high",NA,NA,5,"Yes","less than 3","No","No",NA,"immediately","1 év","garden","Yes","Yes",NA,NA,"street","2021","37",NA," Bartl János utca,14"," Bartl János utca, 14",47.5233957,19.125679
"5845",3," Lajos utca 93-99.",60,2,NA,3e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"12",NA," Lajos utca 93-99.,3"," Lajos utca 93-99., 3",47.5327038,19.0409759
"5846",7," Erzsébet körút 14.",45,2,NA,150000,"renovated","high",NA,NA,4,"Yes","3 or more","Yes","Yes",15000,"immediately","6 hónap","street","No","Yes","No","No","street","1950 elott",NA,NA," Erzsébet körút 14.,7"," Erzsébet körút 14., 7",47.4989237,19.0696608
"5847",14," Zászlós utca",33,1,NA,1e+05,"renovated",NA,NA,1,4,NA,NA,NA,"Yes",NA,"immediately","nincs",NA,NA,NA,"No","No","street",NA,NA,NA," Zászlós utca,14"," Zászlós utca, 14",47.5031492,19.1098648
"5848",11," Bercsényi utca",29,1,NA,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Bercsényi utca,11"," Bercsényi utca, 11",47.5642739,19.0924955
"5849",1," Toldy Ferenc utca",43,1,NA,120000,"good","high",NA,NA,4,"No","less than 3",NA,"Yes",NA,"not immediately","nincs","street","No","Yes","No","No","street","1950-1980 ",NA,NA," Toldy Ferenc utca,1"," Toldy Ferenc utca, 1",47.4429979,19.1129738
"5850",2," Bem rakpart",70,2,1,250000,"good","high",NA,1,NA,"Yes",NA,NA,"Yes",NA,NA,NA,"panorama",NA,"Yes",NA,NA,NA,NA,"2",NA," Bem rakpart,2"," Bem rakpart, 2",47.4993032,19.0406344
"5851",6," Szondi utca",35,1,NA,120000,"renovated","high",NA,1,3,"No",NA,"Yes","Partially",15000,"immediately",NA,"street","No","Yes","No",NA,"street",NA,NA,NA," Szondi utca,6"," Szondi utca, 6",47.4252082,19.0120896
"5852",7," Rákóczi út",30,1,NA,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Rákóczi út,7"," Rákóczi út, 7",46.90914315,19.6969125218858
"5853",8," Baross utca",27,1,NA,85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Baross utca,8"," Baross utca, 8",47.46732755,19.2436257440772
"5854",6," Ó utca",66,2,NA,140000,"renovated",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"immediately","6 hónap",NA,NA,"Yes",NA,NA,NA,NA,NA,NA," Ó utca,6"," Ó utca, 6",47.5030561,19.056333
"5855",9," Egyetértés utca",38,1,1,1e+05,"renovated","high","EE",3,4,"No","less than 3",NA,NA,8500,"not immediately","1 év","garden","No","Yes","No","No","street","1950-1980 ",NA,NA," Egyetértés utca,9"," Egyetértés utca, 9",47.4655873,19.1203878
"5856",7," Marek József utca 35.",72,3,NA,190000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA," Marek József utca 35.,7"," Marek József utca 35., 7",47.5065951,19.0839276055549
"5857",17," Borsó utca",27,1,NA,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Borsó utca,17"," Borsó utca, 17",47.4805719,19.2346277
"5858",11," Pajkos utca 23",130,5,NA,340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,43000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"25",NA," Pajkos utca 23,11"," Pajkos utca 23, 11",47.4559223,19.0290656939475
"5859",6," Külso-Terézváros",32,1,NA,90000,NA,"high",NA,3,NA,"No",NA,NA,"Yes",25000,"immediately",NA,NA,NA,"Yes","No","No",NA,NA,NA,NA," Külso-Terézváros,6"," Külso-Terézváros, 6",47.4577147,19.0943789
"5860",11," Karcag utca",30,1,NA,1e+05,NA,"high",NA,1,2,NA,"less than 3",NA,"Partially",30000,NA,"1 év","street",NA,NA,"Yes","No",NA,"1950-1980 ",NA,NA," Karcag utca,11"," Karcag utca, 11",47.44705455,19.0415942260311
"5861",15," Korakás park",35,1,1,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Korakás park,15"," Korakás park, 15",47.5431168,19.1461026605943
"5862",9," Középso-Ferencváros",76,2,1,230000,"like new","very high",NA,4,6,"Yes","less than 3",NA,"Yes",NA,"immediately","nincs","yard","No","Yes","No",NA,"street","2017","10",NA," Középso-Ferencváros,9"," Középso-Ferencváros, 9",47.4759677,19.0801553
"5863",11," Barázda utca 40.",50,2,NA,168000,"like new","luxury","AA++",6,8,"Yes","less than 3","Yes","By arrangement",20000,"not immediately","6 hónap","panorama","No","Yes",NA,"Yes","street","2001-2010 ","15",NA," Barázda utca 40.,11"," Barázda utca 40., 11",47.4574467,19.04817
"5864",9," Középso-Ferencváros",76,2,1,230000,"like new","very high",NA,4,6,"Yes","less than 3",NA,"Yes",NA,"immediately","nincs","yard","No","Yes","No",NA,"street","2017","10",NA," Középso-Ferencváros,9"," Középso-Ferencváros, 9",47.4759677,19.0801553
"5865",8," Lujza utca 3.",36,1,NA,80000,"good","high",NA,1,4,NA,"3 or more","No","No",NA,"immediately","1 év","yard","No","No","No",NA,"street","1950-1980 ",NA,NA," Lujza utca 3.,8"," Lujza utca 3., 8",47.49214825,19.0844726596706
"5866",3," Hunor utca",37,1,NA,95000,"good","high",NA,3,3,"No",NA,"No","Partially",27000,NA,"1 év","garden","Yes","Yes","Yes",NA,NA,NA,NA,NA," Hunor utca,3"," Hunor utca, 3",47.3896033,18.9132517545798
"5867",9," Középso-Ferencváros",47,2,NA,160000,"renovated","high",NA,1,NA,"No",NA,"Yes",NA,NA,NA,NA,"street",NA,NA,NA,NA,NA,"1950 elott",NA,NA," Középso-Ferencváros,9"," Középso-Ferencváros, 9",47.4759677,19.0801553
"5868",2," Huvösvölgyi út",45,1,1,138000,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"5",NA," Huvösvölgyi út,2"," Huvösvölgyi út, 2",47.517699,18.9959337
"5869",11," Fadrusz utca",61,1,1,160000,"renovated","high",NA,0.5,4,NA,NA,NA,"No",20000,"immediately",NA,"street",NA,"Yes","No",NA,NA,NA,NA,NA," Fadrusz utca,11"," Fadrusz utca, 11",47.4781026,19.0438293
"5870",10," Gyakorló utca",68,2,1,140000,"renovated","high",NA,5,10,"Yes",NA,"Yes","No",30000,"immediately","1 év","street",NA,"No","Yes",NA,"street",NA,"4",NA," Gyakorló utca,10"," Gyakorló utca, 10",47.502043,19.1453405
"5871",3," Szépvölgyi út",35,1,NA,150000,"like new","high",NA,1,3,"Yes",NA,"Yes","Yes",NA,NA,"nincs","street",NA,"Yes",NA,NA,NA,"2001-2010 ","8",NA," Szépvölgyi út,3"," Szépvölgyi út, 3",47.5277786,19.0390054
"5872",9," Mester utca 53.",62,2,NA,260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"10",NA," Mester utca 53.,9"," Mester utca 53., 9",47.4757712,19.0772884
"5873",8," Somogyi Béla utca",65,2,NA,99000,"good","high",NA,3,5,"No",NA,NA,"No",15000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,NA,NA," Somogyi Béla utca,8"," Somogyi Béla utca, 8",47.495449,19.069813
"5874",8," Józsefváros – Orczynegyed",34,1,NA,95000,"good","average",NA,2,4,NA,"3 or more","No",NA,NA,NA,"nincs","yard","No",NA,NA,NA,"street","1950 elott",NA,NA," Józsefváros – Orczynegyed,8"," Józsefváros – Orczynegyed, 8",NA,NA
"5875",9," Thaly Kálmán utca 9.",41,1,1,145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Thaly Kálmán utca 9.,9"," Thaly Kálmán utca 9., 9",47.478558,19.0754925
"5876",18," Nemes utca",34,1,NA,120000,"renovated","high",NA,2,2,"No","less than 3","No","Partially",32000,"immediately","nincs","garden","No","Yes","Yes","No","street","1981-2000 ",NA,NA," Nemes utca,18"," Nemes utca, 18",47.4058512,19.1883967
"5877",2," Vadaskerti utca",102,4,1,360000,"like new","very high",NA,NA,NA,NA,"less than 3","Yes","No",NA,"immediately","1 év","garden","Yes","Yes",NA,"No","included","1950 elott","8",NA," Vadaskerti utca,2"," Vadaskerti utca, 2",47.5321627,18.9825748496672
"5878",2," Kis Rókus utca 41.",31,1,NA,99000,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"2",NA," Kis Rókus utca 41.,2"," Kis Rókus utca 41., 2",47.5125044,19.024577
"5879",8," Diószegi Sámuel utca 36.",31,1,NA,120000,"good","high",NA,3,3,"No","3 or more","Yes","Yes",NA,NA,"1 év","garden","No","Yes","Yes","Yes","street","1950-1980 ",NA,NA," Diószegi Sámuel utca 36.,8"," Diószegi Sámuel utca 36., 8",47.4846789,19.0910367706133
"5880",13," Loportár köz",45,2,NA,155000,"new","high",NA,3,8,"Yes","less than 3","No","Yes",20000,"immediately","1 év","street","No","Yes","No","No","can rent","2020","6",NA," Loportár köz,13"," Loportár köz, 13",47.5189932,19.0682206
"5881",14," Istvánmezei út",55,2,NA,180000,"new",NA,NA,1,10,NA,NA,NA,"Yes",NA,"immediately","1 év",NA,NA,NA,NA,NA,NA,"2001-2010 ",NA,NA," Istvánmezei út,14"," Istvánmezei út, 14",47.5038751,19.0895859
"5882",11," Ugron Gábor utca",50,2,NA,120000,"good","high",NA,2,2,"No",NA,NA,"Partially",18000,"immediately",NA,"garden",NA,"Yes","No",NA,"street",NA,"4",NA," Ugron Gábor utca,11"," Ugron Gábor utca, 11",47.474318,19.0141910123734
"5883",14," Öv utca",38,1,1,125000,"renovated","high",NA,5,5,"Yes","3 or more",NA,"Yes",25000,"immediately","1 év","panorama",NA,"Yes",NA,NA,"street",NA,"4",NA," Öv utca,14"," Öv utca, 14",47.5308632,19.1217042
"5884",12," Csörsz utca",43,1,1,145000,"renovated","high",NA,5,6,"Yes","less than 3","No","Yes",30000,"immediately","1 év","panorama","No","Yes","No","No","street","1950-1980 ","2",NA," Csörsz utca,12"," Csörsz utca, 12",47.4900152,19.0235482
"5885",16," Nagyvázsony utca",36,1,NA,140000,"renovated","high",NA,1,2,"No","less than 3","No","Yes",20000,"immediately","1 év","garden","No","Yes","No","No","street","1950 elott","2",NA," Nagyvázsony utca,16"," Nagyvázsony utca, 16",47.5060016,19.1956501
"5886",8," József körút 25.",54,1,NA,140000,"renovated","high",NA,3,5,"Yes","3 or more",NA,"Partially",20000,"immediately","1 év","street",NA,"Yes","No","No",NA,"1950 elott",NA,NA," József körút 25.,8"," József körút 25., 8",47.49384,19.0707914
"5887",6," Andrássy út",80,3,NA,289120,NA,NA,NA,2,NA,NA,"3 or more",NA,NA,NA,NA,NA,"street",NA,NA,NA,NA,NA,"1950 elott",NA,NA," Andrássy út,6"," Andrássy út, 6",47.5008285,19.056241
"5888",6," Paulay Ede utca 21.",24,1,NA,1e+05,"renovated","high",NA,1,5,"Yes","less than 3","Yes","Yes",20000,"immediately","1 év","yard","No","Yes",NA,"No","street","1950 elott",NA,NA," Paulay Ede utca 21.,6"," Paulay Ede utca 21., 6",47.5004999,19.0579225
"5889",13," Tahi utca",33,1,1,120000,"renovated","high",NA,4,5,"Yes",NA,"No","Yes",15000,"immediately",NA,"yard",NA,"Yes","No",NA,"street",NA,NA,NA," Tahi utca,13"," Tahi utca, 13",47.5424071,19.0782427
"5890",4," Óceánárok utca",68,3,NA,160000,"renovated","high",NA,2,NA,"No","less than 3","Yes","Yes",NA,"immediately","nincs","street","No","Yes",NA,NA,NA,NA,"2",NA," Óceánárok utca,4"," Óceánárok utca, 4",47.5783987,19.1157263
"5891",7," Hársfa utca",48,1,1,135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Hársfa utca,7"," Hársfa utca, 7",47.21778475,16.6274580120763
"5892",8," Somogyi Béla utca 22.",30,1,NA,125000,"renovated","high",NA,2,3,"No",NA,NA,NA,10000,NA,"6 hónap","yard",NA,NA,NA,NA,"street","1950 elott",NA,NA," Somogyi Béla utca 22.,8"," Somogyi Béla utca 22., 8",47.49406445,19.0699330214126
"5893",9," Boráros tér",69,2,NA,140000,"renovated","high",NA,2,5,"Yes","3 or more","No","Yes",NA,"immediately","1 év","street",NA,"Yes","No","No","street",NA,NA,NA," Boráros tér,9"," Boráros tér, 9",47.47970185,19.0674954128895
"5894",11," Villányi út",59,2,NA,150000,"good","high",NA,2,6,"Yes",NA,NA,"Yes",23000,"immediately",NA,"panorama",NA,"Yes","No",NA,"street","1950-1980 ","9",NA," Villányi út,11"," Villányi út, 11",47.4786939,19.0431913015191
"5895",7," Belso-Erzsébetváros",58,2,NA,441900,"new",NA,NA,7,NA,"Yes","less than 3",NA,NA,NA,NA,NA,"yard",NA,NA,NA,NA,NA,"2021","36",NA," Belso-Erzsébetváros,7"," Belso-Erzsébetváros, 7",47.55763565,19.03214965
"5896",7," Nefelejcs utca",32,1,NA,120000,"renovated","high",NA,1,NA,"No","3 or more",NA,"Yes",NA,"immediately",NA,"street",NA,NA,NA,NA,NA,"1950 elott",NA,NA," Nefelejcs utca,7"," Nefelejcs utca, 7",47.5020498,19.0829038
"5897",7," Nefelejcs utca",28,1,NA,120000,"renovated","high",NA,1,NA,"No","less than 3",NA,"Yes",NA,"immediately",NA,"yard",NA,NA,NA,NA,NA,"1950 elott",NA,NA," Nefelejcs utca,7"," Nefelejcs utca, 7",47.5020498,19.0829038
"5898",14," Alsórákos",55,1,NA,1e+05,"fair","high",NA,NA,2,NA,NA,NA,"Yes",15000,"immediately",NA,NA,NA,"Yes","Yes","Yes","included","1950-1980 ",NA,NA," Alsórákos,14"," Alsórákos, 14",47.5251778,19.1282801
"5899",7," Nefelejcs utca",35,1,NA,130000,"renovated","high",NA,1,NA,"No","3 or more",NA,"Yes",NA,"immediately",NA,"street",NA,NA,NA,NA,NA,"1950 elott","9",NA," Nefelejcs utca,7"," Nefelejcs utca, 7",47.5020498,19.0829038
"5900",9," Toronyház utca",50,2,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"5",NA," Toronyház utca,9"," Toronyház utca, 9",47.4632312,19.11763505
"5901",8," Víg utca",75,3,NA,210000,"new","very high","AA+",5,6,"Yes","less than 3","Yes","Yes",25000,"immediately","1 év","garden","No","Yes","No","No","street","2018","4",NA," Víg utca,8"," Víg utca, 8",47.42340735,19.0300129777579
"5902",8," Koris utca 23.",60,2,1,150000,"like new","high",NA,5,5,"Yes","less than 3",NA,"Yes",50000,"immediately","1 év",NA,NA,"Yes","No","No","included","2001-2010 ",NA,NA," Koris utca 23.,8"," Koris utca 23., 8",47.4871306,19.0903014
"5903",7," Király utca",50,2,NA,145000,"like new",NA,NA,1,3,NA,NA,NA,"Yes",30000,NA,"1 év",NA,NA,"Yes",NA,NA,NA,NA,NA,NA," Király utca,7"," Király utca, 7",47.4986307,19.0573733
"5904",7," Nefelejcs utca",60,1,1,140000,"renovated","high",NA,1,NA,"No","3 or more",NA,"Yes",NA,"immediately",NA,"yard",NA,NA,NA,NA,NA,"1950 elott",NA,NA," Nefelejcs utca,7"," Nefelejcs utca, 7",47.5020498,19.0829038
"5905",12," Szendro utca",65,3,NA,3e+05,NA,NA,NA,0.5,NA,NA,NA,"Yes","By arrangement",30000,"not immediately","1 év",NA,NA,"Yes",NA,NA,"street",NA,"5",NA," Szendro utca,12"," Szendro utca, 12",47.49631535,19.005595266504
"5906",13," Sólyatér utca 22.",67,3,NA,289120,"like new","high",NA,7,8,"Yes","less than 3",NA,"Yes",NA,NA,"nincs","panorama",NA,"Yes",NA,NA,NA,"2001-2010 ","18",NA," Sólyatér utca 22.,13"," Sólyatér utca 22., 13",47.5466636,19.0671823
"5907",2," Budakeszi út",83,4,NA,686660,"renovated","luxury",NA,2,NA,"Yes","less than 3","Yes","Yes",NA,"not immediately","1 év","garden","No","Yes",NA,NA,"included",NA,"31",NA," Budakeszi út,2"," Budakeszi út, 2",47.5194683,18.9384172
"5908",6," Liszt Ferenc tér",50,1,1,150000,"renovated",NA,NA,NA,NA,NA,"3 or more",NA,"Yes",30000,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,NA,NA,NA," Liszt Ferenc tér,6"," Liszt Ferenc tér, 6",47.5032037,19.0638266
"5909",7," Rákóczi út",87,2,1,140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Rákóczi út,7"," Rákóczi út, 7",46.90914315,19.6969125218858
"5910",7," Nefelejcs utca",22,1,NA,90000,"renovated","high",NA,1,NA,"No","3 or more",NA,"Yes",NA,NA,NA,"yard",NA,NA,NA,NA,NA,"1950 elott","5",NA," Nefelejcs utca,7"," Nefelejcs utca, 7",47.5020498,19.0829038
"5911",2," Szilágyi Erzsébet fasor",131,4,NA,490000,"renovated",NA,NA,1,3,"No","3 or more",NA,"Partially",NA,"immediately","1 év","street","No","Yes","No","No","included",NA,"16",NA," Szilágyi Erzsébet fasor,2"," Szilágyi Erzsébet fasor, 2",47.508015,19.0209797521669
"5912",2," Újlak",83,3,NA,260000,"new","very high",NA,3,NA,NA,NA,"Yes","Partially",46000,"immediately","1 év",NA,NA,"Yes","Yes",NA,NA,NA,"46",NA," Újlak,2"," Újlak, 2",47.4786565,19.2351127
"5913",12," Zugligeti út",95,4,NA,722800,"renovated","high",NA,2,NA,NA,NA,NA,"By arrangement",NA,NA,NA,"garden",NA,"Yes","No","No","included",NA,NA,NA," Zugligeti út,12"," Zugligeti út, 12",47.516775,18.9926416
"5914",8," Múzeum körút",28,2,NA,140000,"renovated","high",NA,NA,NA,NA,"3 or more",NA,"Yes",NA,NA,NA,"yard",NA,NA,NA,NA,NA,"1950 elott",NA,NA," Múzeum körút,8"," Múzeum körút, 8",47.4934799,19.0618993305887
